sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8	assembly	fasta_file
single-cells-dvh-09-78	single-cells-dvh-09-78	single-cell # 78 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 78 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-78_S74_L001_R1_001.fastq.gz	DvH-09-78_S74_L001_R2_001.fastq.gz	DvH-09-78_S74_L002_R1_001.fastq.gz	DvH-09-78_S74_L002_R2_001.fastq.gz	DvH-09-78_S74_L003_R1_001.fastq.gz	DvH-09-78_S74_L003_R2_001.fastq.gz	DvH-09-78_S74_L004_R1_001.fastq.gz	DvH-09-78_S74_L004_R2_001.fastq.gz		
single-cells-dvh-09-79	single-cells-dvh-09-79	single-cell # 79 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 79 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-79_S75_L001_R1_001.fastq.gz	DvH-09-79_S75_L001_R2_001.fastq.gz	DvH-09-79_S75_L002_R1_001.fastq.gz	DvH-09-79_S75_L002_R2_001.fastq.gz	DvH-09-79_S75_L003_R1_001.fastq.gz	DvH-09-79_S75_L003_R2_001.fastq.gz	DvH-09-79_S75_L004_R1_001.fastq.gz	DvH-09-79_S75_L004_R2_001.fastq.gz		
single-cells-dvh-09-8	single-cells-dvh-09-8	single-cell # 8 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 8 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-8_S76_L001_R1_001.fastq.gz	DvH-09-8_S76_L001_R2_001.fastq.gz	DvH-09-8_S76_L002_R1_001.fastq.gz	DvH-09-8_S76_L002_R2_001.fastq.gz	DvH-09-8_S76_L003_R1_001.fastq.gz	DvH-09-8_S76_L003_R2_001.fastq.gz	DvH-09-8_S76_L004_R1_001.fastq.gz	DvH-09-8_S76_L004_R2_001.fastq.gz		
single-cells-dvh-09-80	single-cells-dvh-09-80	single-cell # 80 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 80 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-80_S77_L001_R1_001.fastq.gz	DvH-09-80_S77_L001_R2_001.fastq.gz	DvH-09-80_S77_L002_R1_001.fastq.gz	DvH-09-80_S77_L002_R2_001.fastq.gz	DvH-09-80_S77_L003_R1_001.fastq.gz	DvH-09-80_S77_L003_R2_001.fastq.gz	DvH-09-80_S77_L004_R1_001.fastq.gz	DvH-09-80_S77_L004_R2_001.fastq.gz		
single-cells-dvh-09-81	single-cells-dvh-09-81	single-cell # 81 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 81 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-81_S78_L001_R1_001.fastq.gz	DvH-09-81_S78_L001_R2_001.fastq.gz	DvH-09-81_S78_L002_R1_001.fastq.gz	DvH-09-81_S78_L002_R2_001.fastq.gz	DvH-09-81_S78_L003_R1_001.fastq.gz	DvH-09-81_S78_L003_R2_001.fastq.gz	DvH-09-81_S78_L004_R1_001.fastq.gz	DvH-09-81_S78_L004_R2_001.fastq.gz		
single-cells-dvh-09-82	single-cells-dvh-09-82	single-cell # 82 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 82 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-82_S79_L001_R1_001.fastq.gz	DvH-09-82_S79_L001_R2_001.fastq.gz	DvH-09-82_S79_L002_R1_001.fastq.gz	DvH-09-82_S79_L002_R2_001.fastq.gz	DvH-09-82_S79_L003_R1_001.fastq.gz	DvH-09-82_S79_L003_R2_001.fastq.gz	DvH-09-82_S79_L004_R1_001.fastq.gz	DvH-09-82_S79_L004_R2_001.fastq.gz		
single-cells-dvh-09-83	single-cells-dvh-09-83	single-cell # 83 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 83 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-83_S80_L001_R1_001.fastq.gz	DvH-09-83_S80_L001_R2_001.fastq.gz	DvH-09-83_S80_L002_R1_001.fastq.gz	DvH-09-83_S80_L002_R2_001.fastq.gz	DvH-09-83_S80_L003_R1_001.fastq.gz	DvH-09-83_S80_L003_R2_001.fastq.gz	DvH-09-83_S80_L004_R1_001.fastq.gz	DvH-09-83_S80_L004_R2_001.fastq.gz		
single-cells-dvh-09-84	single-cells-dvh-09-84	single-cell # 84 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 84 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-84_S81_L001_R1_001.fastq.gz	DvH-09-84_S81_L001_R2_001.fastq.gz	DvH-09-84_S81_L002_R1_001.fastq.gz	DvH-09-84_S81_L002_R2_001.fastq.gz	DvH-09-84_S81_L003_R1_001.fastq.gz	DvH-09-84_S81_L003_R2_001.fastq.gz	DvH-09-84_S81_L004_R1_001.fastq.gz	DvH-09-84_S81_L004_R2_001.fastq.gz		
single-cells-dvh-09-85	single-cells-dvh-09-85	single-cell # 85 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 85 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-85_S82_L001_R1_001.fastq.gz	DvH-09-85_S82_L001_R2_001.fastq.gz	DvH-09-85_S82_L002_R1_001.fastq.gz	DvH-09-85_S82_L002_R2_001.fastq.gz	DvH-09-85_S82_L003_R1_001.fastq.gz	DvH-09-85_S82_L003_R2_001.fastq.gz	DvH-09-85_S82_L004_R1_001.fastq.gz	DvH-09-85_S82_L004_R2_001.fastq.gz		
single-cells-dvh-09-86	single-cells-dvh-09-86	single-cell # 86 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 86 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-86_S83_L001_R1_001.fastq.gz	DvH-09-86_S83_L001_R2_001.fastq.gz	DvH-09-86_S83_L002_R1_001.fastq.gz	DvH-09-86_S83_L002_R2_001.fastq.gz	DvH-09-86_S83_L003_R1_001.fastq.gz	DvH-09-86_S83_L003_R2_001.fastq.gz	DvH-09-86_S83_L004_R1_001.fastq.gz	DvH-09-86_S83_L004_R2_001.fastq.gz		
single-cells-dvh-09-87	single-cells-dvh-09-87	single-cell # 87 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 87 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-87_S84_L001_R1_001.fastq.gz	DvH-09-87_S84_L001_R2_001.fastq.gz	DvH-09-87_S84_L002_R1_001.fastq.gz	DvH-09-87_S84_L002_R2_001.fastq.gz	DvH-09-87_S84_L003_R1_001.fastq.gz	DvH-09-87_S84_L003_R2_001.fastq.gz	DvH-09-87_S84_L004_R1_001.fastq.gz	DvH-09-87_S84_L004_R2_001.fastq.gz		
single-cells-dvh-09-88	single-cells-dvh-09-88	single-cell # 88 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 88 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-88_S85_L001_R1_001.fastq.gz	DvH-09-88_S85_L001_R2_001.fastq.gz	DvH-09-88_S85_L002_R1_001.fastq.gz	DvH-09-88_S85_L002_R2_001.fastq.gz	DvH-09-88_S85_L003_R1_001.fastq.gz	DvH-09-88_S85_L003_R2_001.fastq.gz	DvH-09-88_S85_L004_R1_001.fastq.gz	DvH-09-88_S85_L004_R2_001.fastq.gz		
single-cells-dvh-09-89	single-cells-dvh-09-89	single-cell # 89 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 89 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-89_S86_L001_R1_001.fastq.gz	DvH-09-89_S86_L001_R2_001.fastq.gz	DvH-09-89_S86_L002_R1_001.fastq.gz	DvH-09-89_S86_L002_R2_001.fastq.gz	DvH-09-89_S86_L003_R1_001.fastq.gz	DvH-09-89_S86_L003_R2_001.fastq.gz	DvH-09-89_S86_L004_R1_001.fastq.gz	DvH-09-89_S86_L004_R2_001.fastq.gz		
single-cells-dvh-09-9	single-cells-dvh-09-9	single-cell # 9 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 9 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-9_S87_L001_R1_001.fastq.gz	DvH-09-9_S87_L001_R2_001.fastq.gz	DvH-09-9_S87_L002_R1_001.fastq.gz	DvH-09-9_S87_L002_R2_001.fastq.gz	DvH-09-9_S87_L003_R1_001.fastq.gz	DvH-09-9_S87_L003_R2_001.fastq.gz	DvH-09-9_S87_L004_R1_001.fastq.gz	DvH-09-9_S87_L004_R2_001.fastq.gz		
single-cells-dvh-09-90	single-cells-dvh-09-90	single-cell # 90 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 90 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-90_S88_L001_R1_001.fastq.gz	DvH-09-90_S88_L001_R2_001.fastq.gz	DvH-09-90_S88_L002_R1_001.fastq.gz	DvH-09-90_S88_L002_R2_001.fastq.gz	DvH-09-90_S88_L003_R1_001.fastq.gz	DvH-09-90_S88_L003_R2_001.fastq.gz	DvH-09-90_S88_L004_R1_001.fastq.gz	DvH-09-90_S88_L004_R2_001.fastq.gz		
single-cells-dvh-09-91	single-cells-dvh-09-91	single-cell # 91 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 91 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-91_S89_L001_R1_001.fastq.gz	DvH-09-91_S89_L001_R2_001.fastq.gz	DvH-09-91_S89_L002_R1_001.fastq.gz	DvH-09-91_S89_L002_R2_001.fastq.gz	DvH-09-91_S89_L003_R1_001.fastq.gz	DvH-09-91_S89_L003_R2_001.fastq.gz	DvH-09-91_S89_L004_R1_001.fastq.gz	DvH-09-91_S89_L004_R2_001.fastq.gz		
single-cells-dvh-09-92	single-cells-dvh-09-92	single-cell # 92 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 92 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-92_S90_L001_R1_001.fastq.gz	DvH-09-92_S90_L001_R2_001.fastq.gz	DvH-09-92_S90_L002_R1_001.fastq.gz	DvH-09-92_S90_L002_R2_001.fastq.gz	DvH-09-92_S90_L003_R1_001.fastq.gz	DvH-09-92_S90_L003_R2_001.fastq.gz	DvH-09-92_S90_L004_R1_001.fastq.gz	DvH-09-92_S90_L004_R2_001.fastq.gz		
single-cells-dvh-09-93	single-cells-dvh-09-93	single-cell # 93 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 93 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-93_S91_L001_R1_001.fastq.gz	DvH-09-93_S91_L001_R2_001.fastq.gz	DvH-09-93_S91_L002_R1_001.fastq.gz	DvH-09-93_S91_L002_R2_001.fastq.gz	DvH-09-93_S91_L003_R1_001.fastq.gz	DvH-09-93_S91_L003_R2_001.fastq.gz	DvH-09-93_S91_L004_R1_001.fastq.gz	DvH-09-93_S91_L004_R2_001.fastq.gz		
single-cells-dvh-09-94	single-cells-dvh-09-94	single-cell # 94 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 94 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-94_S92_L001_R1_001.fastq.gz	DvH-09-94_S92_L001_R2_001.fastq.gz	DvH-09-94_S92_L002_R1_001.fastq.gz	DvH-09-94_S92_L002_R2_001.fastq.gz	DvH-09-94_S92_L003_R1_001.fastq.gz	DvH-09-94_S92_L003_R2_001.fastq.gz	DvH-09-94_S92_L004_R1_001.fastq.gz	DvH-09-94_S92_L004_R2_001.fastq.gz		
single-cells-dvh-09-95	single-cells-dvh-09-95	single-cell # 95 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 95 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-95_S93_L001_R1_001.fastq.gz	DvH-09-95_S93_L001_R2_001.fastq.gz	DvH-09-95_S93_L002_R1_001.fastq.gz	DvH-09-95_S93_L002_R2_001.fastq.gz	DvH-09-95_S93_L003_R1_001.fastq.gz	DvH-09-95_S93_L003_R2_001.fastq.gz	DvH-09-95_S93_L004_R1_001.fastq.gz	DvH-09-95_S93_L004_R2_001.fastq.gz		
single-cells-dvh-09-96	single-cells-dvh-09-96	single-cell # 96 of Desulfovibrio EPD 09 of UE3 co-culture with Methanococcus at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 96 of Desulfovibrio vulgaris from EPD 09 of UE3 co-culture with Methanococcus maripaludis after evolving for 1000 generation	fastq	DvH-09-96_S94_L001_R1_001.fastq.gz	DvH-09-96_S94_L001_R2_001.fastq.gz	DvH-09-96_S94_L002_R1_001.fastq.gz	DvH-09-96_S94_L002_R2_001.fastq.gz	DvH-09-96_S94_L003_R1_001.fastq.gz	DvH-09-96_S94_L003_R2_001.fastq.gz	DvH-09-96_S94_L004_R1_001.fastq.gz	DvH-09-96_S94_L004_R2_001.fastq.gz		
single-cells-mmp-03-1	single-cells-mmp-03-1	single-cell # 1 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 1 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-1-9_S1_L001_R1_001.fastq.gz	Mmp-1-9_S1_L001_R2_001.fastq.gz	Mmp-1-9_S1_L002_R1_001.fastq.gz	Mmp-1-9_S1_L002_R2_001.fastq.gz	Mmp-1-9_S1_L003_R1_001.fastq.gz	Mmp-1-9_S1_L003_R2_001.fastq.gz	Mmp-1-9_S1_L004_R1_001.fastq.gz	Mmp-1-9_S1_L004_R2_001.fastq.gz		
single-cells-mmp-03-10	single-cells-mmp-03-10	single-cell # 10 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 10 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-10-9_S10_L001_R1_001.fastq.gz	Mmp-10-9_S10_L001_R2_001.fastq.gz	Mmp-10-9_S10_L002_R1_001.fastq.gz	Mmp-10-9_S10_L002_R2_001.fastq.gz	Mmp-10-9_S10_L003_R1_001.fastq.gz	Mmp-10-9_S10_L003_R2_001.fastq.gz	Mmp-10-9_S10_L004_R1_001.fastq.gz	Mmp-10-9_S10_L004_R2_001.fastq.gz		
single-cells-mmp-03-11	single-cells-mmp-03-11	single-cell # 11 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 11 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-11-9_S11_L001_R1_001.fastq.gz	Mmp-11-9_S11_L001_R2_001.fastq.gz	Mmp-11-9_S11_L002_R1_001.fastq.gz	Mmp-11-9_S11_L002_R2_001.fastq.gz	Mmp-11-9_S11_L003_R1_001.fastq.gz	Mmp-11-9_S11_L003_R2_001.fastq.gz	Mmp-11-9_S11_L004_R1_001.fastq.gz	Mmp-11-9_S11_L004_R2_001.fastq.gz		
single-cells-mmp-03-12	single-cells-mmp-03-12	single-cell # 12 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 12 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-12-9_S12_L001_R1_001.fastq.gz	Mmp-12-9_S12_L001_R2_001.fastq.gz	Mmp-12-9_S12_L002_R1_001.fastq.gz	Mmp-12-9_S12_L002_R2_001.fastq.gz	Mmp-12-9_S12_L003_R1_001.fastq.gz	Mmp-12-9_S12_L003_R2_001.fastq.gz	Mmp-12-9_S12_L004_R1_001.fastq.gz	Mmp-12-9_S12_L004_R2_001.fastq.gz		
single-cells-mmp-03-13	single-cells-mmp-03-13	single-cell # 13 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 13 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-13-9_S13_L001_R1_001.fastq.gz	Mmp-13-9_S13_L001_R2_001.fastq.gz	Mmp-13-9_S13_L002_R1_001.fastq.gz	Mmp-13-9_S13_L002_R2_001.fastq.gz	Mmp-13-9_S13_L003_R1_001.fastq.gz	Mmp-13-9_S13_L003_R2_001.fastq.gz	Mmp-13-9_S13_L004_R1_001.fastq.gz	Mmp-13-9_S13_L004_R2_001.fastq.gz		
single-cells-mmp-03-14	single-cells-mmp-03-14	single-cell # 14 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 14 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-14-9_S14_L001_R1_001.fastq.gz	Mmp-14-9_S14_L001_R2_001.fastq.gz	Mmp-14-9_S14_L002_R1_001.fastq.gz	Mmp-14-9_S14_L002_R2_001.fastq.gz	Mmp-14-9_S14_L003_R1_001.fastq.gz	Mmp-14-9_S14_L003_R2_001.fastq.gz	Mmp-14-9_S14_L004_R1_001.fastq.gz	Mmp-14-9_S14_L004_R2_001.fastq.gz		
single-cells-mmp-03-16	single-cells-mmp-03-16	single-cell # 16 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 16 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-16-9_S16_L001_R1_001.fastq.gz	Mmp-16-9_S16_L001_R2_001.fastq.gz	Mmp-16-9_S16_L002_R1_001.fastq.gz	Mmp-16-9_S16_L002_R2_001.fastq.gz	Mmp-16-9_S16_L003_R1_001.fastq.gz	Mmp-16-9_S16_L003_R2_001.fastq.gz	Mmp-16-9_S16_L004_R1_001.fastq.gz	Mmp-16-9_S16_L004_R2_001.fastq.gz		
single-cells-mmp-03-17	single-cells-mmp-03-17	single-cell # 17 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 17 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-17-9_S17_L001_R1_001.fastq.gz	Mmp-17-9_S17_L001_R2_001.fastq.gz	Mmp-17-9_S17_L002_R1_001.fastq.gz	Mmp-17-9_S17_L002_R2_001.fastq.gz	Mmp-17-9_S17_L003_R1_001.fastq.gz	Mmp-17-9_S17_L003_R2_001.fastq.gz	Mmp-17-9_S17_L004_R1_001.fastq.gz	Mmp-17-9_S17_L004_R2_001.fastq.gz		
single-cells-mmp-03-18	single-cells-mmp-03-18	single-cell # 18 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 18 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-18-9_S18_L001_R1_001.fastq.gz	Mmp-18-9_S18_L001_R2_001.fastq.gz	Mmp-18-9_S18_L002_R1_001.fastq.gz	Mmp-18-9_S18_L002_R2_001.fastq.gz	Mmp-18-9_S18_L003_R1_001.fastq.gz	Mmp-18-9_S18_L003_R2_001.fastq.gz	Mmp-18-9_S18_L004_R1_001.fastq.gz	Mmp-18-9_S18_L004_R2_001.fastq.gz		
single-cells-mmp-03-19	single-cells-mmp-03-19	single-cell # 19 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 19 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-19-9_S19_L001_R1_001.fastq.gz	Mmp-19-9_S19_L001_R2_001.fastq.gz	Mmp-19-9_S19_L002_R1_001.fastq.gz	Mmp-19-9_S19_L002_R2_001.fastq.gz	Mmp-19-9_S19_L003_R1_001.fastq.gz	Mmp-19-9_S19_L003_R2_001.fastq.gz	Mmp-19-9_S19_L004_R1_001.fastq.gz	Mmp-19-9_S19_L004_R2_001.fastq.gz		
single-cells-mmp-03-20	single-cells-mmp-03-20	single-cell # 20 of Methanococcus EPD 03 of UE3 co-culture with Desulfovibrio at 1000 generation	WGS	GENOMIC SINGLE CELL	PCR	paired	ILLUMINA	NextSeq 500	Variant identification through sequencing of Genomic DNA collected from sorted single-cell # 20 of Methanococcus maripaludis from EPD 03 of UE3 co-culture with Desulfovibrio vulgaris after evolving for 1000 generation	fastq	Mmp-20-9_S20_L001_R1_001.fastq.gz	Mmp-20-9_S20_L001_R2_001.fastq.gz	Mmp-20-9_S20_L002_R1_001.fastq.gz	Mmp-20-9_S20_L002_R2_001.fastq.gz	Mmp-20-9_S20_L003_R1_001.fastq.gz	Mmp-20-9_S20_L003_R2_001.fastq.gz	Mmp-20-9_S20_L004_R1_001.fastq.gz	Mmp-20-9_S20_L004_R2_001.fastq.gz		
